unitless,,1.0
distance,mm,1.0
distance,cm,10.0
distance,m,1000.0
distance,km,1000000.0
distance,in,25.4
distance,ft,304.8
distance,yd,914.4
distance,mi,1610000.0
weight,oz,1.0
weight,lb,16.0
weight,ton,32000.0
time,sec,1.0
time,min,60.0
time,hr,3600.0
power,w,1.0
power,kw,1000.0
volume,cc,1.0
volume,pt,473.176
volume,qt,946.353
volume,gal,3785.41
volume,l,1000.0
money,c,1.0
money,$,100.0
